WKT;Campagne;Nom_Parcel;Commune;Region;Cepage;Clone;Porte_gref;Annee_plan;Type_taill;Sol_argile;Sol_MO;Sol_CsurN;Rendement;Poids_moye;Nombre_gra;interrang;intercep;hauteur;densite_sarment;DIAM_AVG;VITESSE_AVG;BIOMM2;NBSARMM2;BIOMGCEP;NBSARMCEP
"MULTIPOLYGON (((796072.0826328 6674126.9668843,796071.564303 6674128.1027836,796051.614089 6674172.918155,796040.1466006 6674199.5621968,796034.4230968 6674212.9565989,796016.9978559 6674253.9133789,796016.5659891 6674255.3283956,796023.9844238 6674257.6470635,796031.2417579 6674255.8417229,796032.0736734 6674254.522002,796034.3248909 6674249.7479583,796081.0533342 6674145.3963492,796084.4525307 6674137.0858927,796084.7869193 6674136.0803474,796084.9317131 6674131.7834996,796079.4438182 6674129.0847367,796072.0826328 6674126.9668843)))";2014;parcelle;AY;COTE DES BLANCS;Aligote;inconnu;inconnu;2000;Cordon de Royat;20;0.5;20;45;180;50;110;100;90;0.9;9.3;6.2;222;3.2;197.8;3.5
